Complexity,Loss,Equation
1,5.4378037e-5,"0.31531194"
3,2.3849214e-5,"21.23737 / H0"
4,1.3902261e-6,"log(92.32909 / H0)"
5,9.06056e-7,"(61.77904 / H0) - 0.60192484"
7,9.054418e-7,"(60.885117 / (H0 - 0.415188)) - 0.59425455"
12,9.0030835e-7,"(H0 * (sqrt(H0) * 0.00095948024)) + ((114.9227 / H0) - 1.9214057)"
14,8.9912925e-7,"(115.73309 / H0) + ((H0 * (0.00096808403 * sqrt(0.5613024 + H0))) - 1.9403863)"
