Complexity,Loss,Equation
1,0.32847962,"-0.027176488"
2,0.00018950924,"log(d)"
4,0.0001884276,"log(d + 0.0007584254)"
6,0.00018092788,"log((5.093612e-7 ^ d) + d)"
8,0.0001809264,"log(((5.093612e-7 ^ d) + d) + -7.087103e-7)"
9,0.00017849964,"log(exp((d * -20.932611) + 2.657805) + d)"
10,0.00017744815,"log((0.0011308119 / ((d + -0.3380792) * 6.177121)) + d)"
11,0.00017413906,"exp(((1.1831793 / d) / d) + -12.611805) + log(d)"
