Complexity,Loss,Equation
1,0.9196302,"-0.013136715"
3,0.19865581,"y / 2.532513"
5,2.5875064e-5,"(y * 0.5000088) + -0.49978548"
7,2.5875019e-5,"((y * 1.5000088) - 0.4997855) - y"
9,2.5874948e-5,"0.47726604 - (y + ((y - 0.6513636) * -1.500009))"
