Complexity,Loss,Equation
1,1.892602,"x"
3,0.91956294,"x + 0.98642296"
5,0.00010349355,"(x + 0.49980038) * 1.9999065"
9,0.00010349351,"(((x * 2.0725796) - -1.5356731) + x) * 0.6508885"
