Complexity,Loss,Equation
1,0.9196302,"-0.013136398"
3,0.29590893,"b / 4.4649076"
4,0.29590887,"log(1.2510511 ^ b)"
5,1.1499852e-5,"(b * 0.33333954) + 0.66682833"
7,1.1499805e-5,"b + ((1.000251 - b) * 0.6666604)"
9,1.1499548e-5,"((b - (b * 0.9320326)) * 4.9044013) + 0.6668281"
