Complexity,Loss,Equation
1,1.3490933,"0.011422433"
3,1.3483052,"0.0016951214 / y"
4,1.348227,"exp(z) * 0.0008161844"
5,1.3437564,"0.0020878317 / (-1.6325276 - y)"
7,1.3435681,"(0.0020878317 / (-1.6325276 - y)) / 0.8401783"
9,1.3413864,"(0.0022044573 / (-1.6322219 - y)) * (1.8094795 ^ z)"
13,1.3387388,"z * ((z * 0.00017401863) / ((-0.4157147 - (y + -0.6735226)) * y))"
15,1.3385596,"z * ((((0.00017401863 / (-0.4157147 - (y + -0.6735226))) + 0.00017401863) / y) * z)"
