Complexity,Loss,Equation
1,0.00020264294,"3.0444806"
4,0.0001872102,"log(H0) ^ 0.77440554"
5,0.00018674602,"log(sqrt(H0)) + 0.93948585"
8,0.00018640028,"(omegam * (sqrt(H0) - 7.408069)) + 2.7926292"
12,0.00018640026,"((omegam + (omegam * (sqrt(H0) - 7.408069))) + 2.7926292) - omegam"
