Complexity,Loss,Equation
1,0.34047136,"-0.0014009775"
2,0.0002173039,"log(d)"
4,0.00020714053,"log(d + 0.0023551516)"
6,0.0002037013,"log((0.0014076529 / d) + d)"
8,0.00020105836,"log(d + (0.0008304006 / (d + -0.20752758)))"
9,0.00019851133,"(-0.0018264246 / (1.3418771 - exp(d))) + log(d)"
10,0.00019843449,"log(d + ((-0.0018122122 / (d + -0.3247845)) * -0.096761644))"
